TABLE,SCHEMA_OWNER,CREATION_MIGRATION,MIGRATION_LINEAGE,MIGRATION_ORDER,CURRENT_BOOTSTRAP_INCLUDED,RUNTIME_PRINCIPAL,RUNTIME_PRIVILEGES,RLS_REQUIRED,ACTIVE_RUNTIME_REFERENCE,ACTIVE_RUNTIME_READERS,ACTIVE_RUNTIME_WRITERS,CREATION_LINEAGE_CLASS,CANONICAL_REQUIREMENT,DISPOSITION,STORAGE_AUTHORITY_DOMAIN,DRIZZLE_PROJECTION,DJANGO_MODEL,CREATION_EVIDENCE_FILES
account_mappings,DJANGO_OWNED,apps/union-eyes/backend/billing/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT,true,false,0,0,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/financial/chart-of-accounts,domains/financial/chart-of-accounts.accountMappings,apps/union-eyes/backend/billing/models.py,apps/union-eyes/backend/billing/migrations/0001_initial.py|apps/union-eyes/db/migrations/1770880372830_consolidate_chart_of_accounts_fixed.sql
ai_clause_reasonings,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql,UNION_EYES_AUDIT_SQL,40,false,tenant,SELECT|INSERT|UPDATE,true,true,1,1,OTHER_GOVERNED_LINEAGE,REQUIRED,,domains/ml/ai-clause-reasoning,domains/ml/ai-clause-reasoning.aiClauseReasonings,,apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|scripts/stub-migration.sql
ai_copilot_sessions,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql,UNION_EYES_AUDIT_SQL,40,false,tenant,SELECT|INSERT|UPDATE,true,true,1,1,OTHER_GOVERNED_LINEAGE,REQUIRED,,domains/ml/ai-copilot-sessions,domains/ml/ai-copilot-sessions.aiCopilotSessions,,apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|scripts/stub-migration.sql
ai_grievance_triages,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql,UNION_EYES_AUDIT_SQL,40,false,tenant,SELECT|INSERT,true,true,1,1,OTHER_GOVERNED_LINEAGE,REQUIRED,,domains/ml/ai-grievance-triage,domains/ml/ai-grievance-triage.aiGrievanceTriages,,apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|scripts/stub-migration.sql
ai_insight_reports,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql,UNION_EYES_AUDIT_SQL,40,false,tenant,SELECT|INSERT,true,true,1,1,OTHER_GOVERNED_LINEAGE,REQUIRED,,domains/ml/ai-insight-reports,domains/ml/ai-insight-reports.aiInsightReports,,apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|scripts/stub-migration.sql
ai_safety_filters,DJANGO_OWNED,apps/union-eyes/backend/ai_core/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,INSERT,true,true,0,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,ai-chatbot-schema,ai-chatbot-schema.aiSafetyFilters|domains/ml/chatbot.aiSafetyFilters,apps/union-eyes/backend/ai_core/models.py,apps/union-eyes/backend/ai_core/migrations/0001_initial.py|apps/union-eyes/db/migrations/0006_flat_stepford_cuckoos.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
ai_usage_metrics,DJANGO_OWNED,apps/union-eyes/backend/ai_core/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT,true,true,1,2,DJANGO_CANONICAL_LINEAGE,REQUIRED,,ai-chatbot-schema,ai-chatbot-schema.aiUsageMetrics|domains/ml/chatbot.aiUsageMetrics,apps/union-eyes/backend/ai_core/models.py,apps/union-eyes/backend/ai_core/migrations/0001_initial.py|apps/union-eyes/db/migrations/0079_ai_cost_tracking_phase1.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
alert_executions,DJANGO_OWNED,apps/union-eyes/backend/core/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,mixed,SELECT,true,true,1,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,alerting-automation-schema,alerting-automation-schema.alertExecutions|domains/infrastructure/alerting.alertExecutions,apps/union-eyes/backend/core/models.py,apps/union-eyes/backend/core/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
alert_rules,DJANGO_OWNED,apps/union-eyes/backend/core/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,mixed,SELECT,true,true,1,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,alerting-automation-schema,alerting-automation-schema.alertRules|domains/infrastructure/alerting.alertRules,apps/union-eyes/backend/core/models.py,apps/union-eyes/backend/core/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
allocation_basis_snapshots,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/20260325_dapl_platform_ledger.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,INSERT,true,true,1,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/finance/allocation,domains/finance/allocation.allocationBasisSnapshots,,apps/union-eyes/db/migrations/20260325_dapl_platform_ledger.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|apps/union-eyes/db/migrations-audit/finance-tables.sql|migrations/finance-platform-billing-tables.sql
allocation_rule_versions,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/20260325_dapl_platform_ledger.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT|INSERT,true,true,1,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/finance/allocation,domains/finance/allocation.allocationRuleVersions,,apps/union-eyes/db/migrations/20260325_dapl_platform_ledger.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|apps/union-eyes/db/migrations-audit/finance-tables.sql|migrations/finance-platform-billing-tables.sql
allocation_rules,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/20260325_dapl_platform_ledger.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT|INSERT,true,true,1,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/finance/allocation,domains/finance/allocation.allocationRules,,apps/union-eyes/db/migrations/20260325_dapl_platform_ledger.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|apps/union-eyes/db/migrations-audit/finance-tables.sql|migrations/finance-platform-billing-tables.sql
allocation_run_lines,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/20260325_dapl_platform_ledger.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,INSERT,true,true,2,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/finance/allocation,domains/finance/allocation.allocationRunLines,,apps/union-eyes/db/migrations/20260325_dapl_platform_ledger.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|apps/union-eyes/db/migrations-audit/finance-tables.sql|migrations/finance-platform-billing-tables.sql
allocation_runs,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/20260325_dapl_platform_ledger.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT|INSERT,true,true,2,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/finance/allocation,domains/finance/allocation.allocationRuns,,apps/union-eyes/db/migrations/20260325_dapl_platform_ledger.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|apps/union-eyes/db/migrations-audit/finance-tables.sql|migrations/finance-platform-billing-tables.sql
analytics_metrics,DJANGO_OWNED,apps/union-eyes/backend/analytics/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT,true,true,5,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,analytics,analytics.analyticsMetrics|domains/analytics/analytics.analyticsMetrics,apps/union-eyes/backend/analytics/models.py,apps/union-eyes/backend/analytics/migrations/0001_initial.py|apps/union-eyes/db/migrations/20260324_add_remaining_missing_tables.sql|apps/union-eyes/db/migrations/20260507_fixup_create_break_glass_activations.sql|apps/union-eyes/db/migrations/manual/067_advanced_analytics_q1_2025.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|apps/union-eyes/services/financial-service/drizzle/0000_lucky_mole_man.sql
anti_scab_violations,UNKNOWN,,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,false,0,0,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,UNRESOLVED,F,domains/health-safety/cnesst-schema,domains/health-safety/cnesst-schema.antiScabViolations,,
api_integrations,DJANGO_OWNED,apps/union-eyes/backend/core/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|UPDATE|DELETE,true,true,1,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,integration-schema,integration-schema.apiIntegrations,apps/union-eyes/backend/core/models.py,apps/union-eyes/backend/core/migrations/0001_initial.py
arbitration_decisions,DJANGO_OWNED,apps/union-eyes/backend/bargaining/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,false,true,3,2,DJANGO_CANONICAL_LINEAGE,REQUIRED,,cba-intelligence-schema,cba-intelligence-schema.arbitrationDecisions|domains/agreements/intelligence.arbitrationDecisions,apps/union-eyes/backend/bargaining/models.py,apps/union-eyes/backend/bargaining/migrations/0001_initial.py|apps/union-eyes/db/migrations/20260507_fixup_create_break_glass_activations.sql|apps/union-eyes/db/migrations/manual/cba_intelligence_manual.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|apps/union-eyes/services/financial-service/drizzle/0000_lucky_mole_man.sql
arbitration_precedents,DJANGO_OWNED,apps/union-eyes/backend/bargaining/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,true,2,0,DJANGO_CANONICAL_LINEAGE,REQUIRED,,arbitration-precedents-schema,arbitration-precedents-schema.arbitrationPrecedents|domains/data/precedents.arbitrationPrecedents,apps/union-eyes/backend/bargaining/models.py,apps/union-eyes/backend/bargaining/migrations/0001_initial.py|apps/union-eyes/db/migrations/0001_phase5b_inter_union_features.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|apps/union-eyes/services/financial-service/drizzle/0000_lucky_mole_man.sql
arbitrations,DJANGO_OWNED,apps/union-eyes/backend/grievances/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,true,1,0,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/claims/grievances,domains/claims/grievances.arbitrations|grievance-schema.arbitrations,apps/union-eyes/backend/grievances/models.py,apps/union-eyes/backend/grievances/migrations/0001_initial.py|apps/union-eyes/db/migrations/20260507_fixup_pre_0008_missing_tables.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
audit_logs,DJANGO_OWNED,apps/union-eyes/backend/core/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,mixed,SELECT|INSERT|UPDATE|DELETE,true,true,1,1,DJANGO_CANONICAL_LINEAGE,EXCLUDED_BY_SCOPE_DISPOSITION,,undeclared,,apps/union-eyes/backend/core/models.py,apps/union-eyes/backend/core/migrations/0001_initial.py|apps/union-eyes/db/migrations/20260507_fixup_create_break_glass_activations.sql|tooling/sql/union-eyes-qa-baseline.sql
automation_rules,DJANGO_OWNED,apps/union-eyes/backend/core/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,,true,true,1,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,automation-rules-schema,automation-rules-schema.automationRules|domains/infrastructure/automation.automationRules|domains/infrastructure/rewards.automationRules|recognition-rewards-schema.automationRules,apps/union-eyes/backend/core/models.py,apps/union-eyes/backend/core/migrations/0001_initial.py|apps/union-eyes/db/migrations/0006_flat_stepford_cuckoos.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
bank_accounts,DJANGO_OWNED,apps/union-eyes/backend/billing/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,false,0,0,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/infrastructure/erp,domains/infrastructure/erp.bankAccounts,apps/union-eyes/backend/billing/models.py,apps/union-eyes/backend/billing/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
bank_reconciliation,DJANGO_OWNED,apps/union-eyes/backend/billing/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,false,0,0,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/finance/payments,domains/finance/payments.bankReconciliation|financial-payments-schema.bankReconciliation,apps/union-eyes/backend/billing/models.py,apps/union-eyes/backend/billing/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
bank_reconciliations,DJANGO_OWNED,apps/union-eyes/backend/billing/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,false,0,0,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/infrastructure/erp,domains/infrastructure/erp.bankReconciliations,apps/union-eyes/backend/billing/models.py,apps/union-eyes/backend/billing/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
bargaining_notes,DJANGO_OWNED,apps/union-eyes/backend/bargaining/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,true,1,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,cba-intelligence-schema,cba-intelligence-schema.bargainingNotes|domains/agreements/intelligence.bargainingNotes,apps/union-eyes/backend/bargaining/models.py,apps/union-eyes/backend/bargaining/migrations/0001_initial.py|apps/union-eyes/db/migrations/20260507_fixup_create_break_glass_activations.sql|apps/union-eyes/db/migrations/manual/cba_intelligence_manual.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|apps/union-eyes/services/financial-service/drizzle/0000_lucky_mole_man.sql
bargaining_proposals,DJANGO_OWNED,apps/union-eyes/backend/bargaining/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,true,1,0,DJANGO_CANONICAL_LINEAGE,REQUIRED,,bargaining-negotiations-schema,bargaining-negotiations-schema.bargainingProposals,apps/union-eyes/backend/bargaining/models.py,apps/union-eyes/backend/bargaining/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
bargaining_units,DJANGO_OWNED,apps/union-eyes/backend/unions/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,false,0,0,DJANGO_CANONICAL_LINEAGE,REQUIRED,,union-structure-schema,union-structure-schema.bargainingUnits,apps/union-eyes/backend/unions/models.py,apps/union-eyes/backend/unions/migrations/0001_initial.py|apps/union-eyes/db/migrations/0019_lonely_stephen_strange.sql|apps/union-eyes/db/migrations/20260324_add_remaining_missing_tables.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
billing_accounts,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/20260325_dapl_platform_ledger.sql,UNION_EYES_LEGACY_SQL,20,false,mixed,SELECT|INSERT|UPDATE,true,true,3,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/finance/platform-billing,domains/finance/platform-billing.billingAccounts,,apps/union-eyes/db/migrations/20260325_dapl_platform_ledger.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|apps/union-eyes/db/migrations-audit/finance-tables.sql|migrations/finance-platform-billing-tables.sql
billing_periods,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/20260325_dapl_platform_ledger.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT|INSERT,true,true,5,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/finance/platform-billing,domains/finance/platform-billing.billingPeriods,,apps/union-eyes/db/migrations/20260325_dapl_platform_ledger.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|apps/union-eyes/db/migrations-audit/finance-tables.sql|migrations/finance-platform-billing-tables.sql
billing_subscriptions,UNKNOWN,,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,,false,tenant,SELECT,true,true,1,0,PROJECTED_OR_RUNTIME_USED_WITHOUT_CREATION_LINEAGE,UNRESOLVED,A,domains/finance/platform-billing,domains/finance/platform-billing.billingSubscriptions,,
board_packet_distributions,DJANGO_OWNED,apps/union-eyes/backend/content/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE,true,true,0,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,board-packet-schema,board-packet-schema.boardPacketDistributions,apps/union-eyes/backend/content/models.py,apps/union-eyes/backend/content/migrations/0001_initial.py|apps/union-eyes/db/migrations-audit/0001_silky_elektra.sql
