TABLE,SCHEMA_OWNER,CREATION_MIGRATION,MIGRATION_LINEAGE,MIGRATION_ORDER,CURRENT_BOOTSTRAP_INCLUDED,RUNTIME_PRINCIPAL,RUNTIME_PRIVILEGES,RLS_REQUIRED,ACTIVE_RUNTIME_REFERENCE,ACTIVE_RUNTIME_READERS,ACTIVE_RUNTIME_WRITERS,CREATION_LINEAGE_CLASS,CANONICAL_REQUIREMENT,DISPOSITION,STORAGE_AUTHORITY_DOMAIN,DRIZZLE_PROJECTION,DJANGO_MODEL,CREATION_EVIDENCE_FILES
external_lms_completions,DJANGO_OWNED,apps/union-eyes/backend/core/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,INSERT|UPDATE,true,true,0,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/data/lms,domains/data/lms.externalLmsCompletions,apps/union-eyes/backend/core/models.py,apps/union-eyes/backend/core/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
external_lms_courses,DJANGO_OWNED,apps/union-eyes/backend/core/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,INSERT|UPDATE,true,true,0,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/data/lms,domains/data/lms.externalLmsCourses,apps/union-eyes/backend/core/models.py,apps/union-eyes/backend/core/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
external_lms_enrollments,DJANGO_OWNED,apps/union-eyes/backend/core/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,INSERT|UPDATE,true,true,0,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/data/lms,domains/data/lms.externalLmsEnrollments,apps/union-eyes/backend/core/models.py,apps/union-eyes/backend/core/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
external_lms_learners,DJANGO_OWNED,apps/union-eyes/backend/core/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,INSERT|UPDATE,true,true,0,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/data/lms,domains/data/lms.externalLmsLearners,apps/union-eyes/backend/core/models.py,apps/union-eyes/backend/core/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
external_lms_progress,DJANGO_OWNED,apps/union-eyes/backend/core/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,INSERT|UPDATE,true,true,0,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/data/lms,domains/data/lms.externalLmsProgress,apps/union-eyes/backend/core/models.py,apps/union-eyes/backend/core/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
external_matter_access_grants,SCOPED_AUTHORITY_OWNED,apps/union-eyes/db/migrations/20260915_external_representation_authority.sql,UNION_EYES_LEGACY_SQL,20,true,tenant,SELECT|INSERT|UPDATE,true,true,1,0,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,representation-authority-schema,representation-authority-schema.externalMatterAccessGrants,,apps/union-eyes/db/migrations/20260915_external_representation_authority.sql|apps/union-eyes/db/migrations-cache/0006_external_specialist_runtime_privilege_closure.sql
external_payments,DJANGO_OWNED,apps/union-eyes/backend/core/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE,true,true,6,6,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/data/accounting,domains/data/accounting.externalPayments,apps/union-eyes/backend/core/models.py,apps/union-eyes/backend/core/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/20260213_add_accounting_tables_fixed.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
external_positions,DJANGO_OWNED,apps/union-eyes/backend/core/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE,true,true,1,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/data/hris,domains/data/hris.externalPositions,apps/union-eyes/backend/core/models.py,apps/union-eyes/backend/core/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/20260212_add_hris_tables_fixed.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
feature_flags,DJANGO_OWNED,apps/union-eyes/backend/auth_core/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|UPDATE,false,true,3,3,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/infrastructure/features,domains/infrastructure/features.featureFlags,apps/union-eyes/backend/auth_core/models.py,apps/union-eyes/backend/auth_core/migrations/0001_initial.py|apps/union-eyes/db/migrations/0005_lazy_kate_bishop.sql|apps/union-eyes/db/migrations/manual/069_feature_flags_system.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|scripts/stub-migration.sql
federations,DJANGO_OWNED,apps/union-eyes/backend/unions/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,true,1,0,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/federation/federation-schema,domains/federation/federation-schema.federations,apps/union-eyes/backend/unions/models.py,apps/union-eyes/backend/unions/migrations/0001_initial.py|apps/union-eyes/db/migrations/20260324_add_remaining_missing_tables.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
fee_adjustments,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/0086_monetization_phase2.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,INSERT,true,true,0,1,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/finance/transaction-fees,domains/finance/transaction-fees.feeAdjustments,,apps/union-eyes/db/migrations/0086_monetization_phase2.sql
financial_periods,DJANGO_OWNED,apps/union-eyes/backend/billing/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,true,1,0,DJANGO_CANONICAL_LINEAGE,REQUIRED,,dues-finance-schema,dues-finance-schema.financialPeriods,apps/union-eyes/backend/billing/models.py,apps/union-eyes/backend/billing/migrations/0001_initial.py
gdpr_data_requests,DJANGO_OWNED,apps/union-eyes/backend/compliance/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE,true,true,1,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/compliance/gdpr,domains/compliance/gdpr.gdprDataRequests|gdpr-compliance-schema.gdprDataRequests,apps/union-eyes/backend/compliance/models.py,apps/union-eyes/backend/compliance/migrations/0001_initial.py|apps/union-eyes/db/migrations/0006_flat_stepford_cuckoos.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
geofence_events,DJANGO_OWNED,apps/union-eyes/backend/compliance/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT,true,true,0,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/compliance/geofence,domains/compliance/geofence.geofenceEvents|geofence-privacy-schema.geofenceEvents,apps/union-eyes/backend/compliance/models.py,apps/union-eyes/backend/compliance/migrations/0001_initial.py|apps/union-eyes/db/migrations/0004_phase2_complete.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
geofences,DJANGO_OWNED,apps/union-eyes/backend/compliance/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT,true,true,1,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/compliance/geofence,domains/compliance/geofence.geofences|geofence-privacy-schema.geofences,apps/union-eyes/backend/compliance/models.py,apps/union-eyes/backend/compliance/migrations/0001_initial.py|apps/union-eyes/db/migrations/20260507_fixup_create_break_glass_activations.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
gl_account_mappings,DJANGO_OWNED,apps/union-eyes/backend/billing/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,true,1,0,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/finance/accounting,domains/finance/accounting.glAccountMappings|domains/infrastructure/erp.glAccountMappings,apps/union-eyes/backend/billing/models.py,apps/union-eyes/backend/billing/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
gl_transaction_log,DJANGO_OWNED,apps/union-eyes/backend/billing/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,true,1,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/finance/accounting,domains/finance/accounting.glTransactionLog,apps/union-eyes/backend/billing/models.py,apps/union-eyes/backend/billing/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
gl_trial_balance,DJANGO_OWNED,apps/union-eyes/backend/billing/migrations/0001_initial.py,DJANGO_MIGRATIONS,10,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,true,2,1,DJANGO_CANONICAL_LINEAGE,REQUIRED,,domains/finance/accounting,domains/finance/accounting.glTrialBalance,apps/union-eyes/backend/billing/models.py,apps/union-eyes/backend/billing/migrations/0001_initial.py|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations/0008_lean_mother_askani.sql|apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql
governance_policies,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql,UNION_EYES_AUDIT_SQL,40,false,tenant,SELECT|INSERT,true,true,2,2,OTHER_GOVERNED_LINEAGE,REQUIRED,,domains/governance/governance-policies,domains/governance/governance-policies.governancePolicies,,apps/union-eyes/db/migrations-audit/0000_familiar_silhouette.sql|scripts/stub-migration.sql
grievance_case_access_assignments,PLATFORM_SQL_OWNED,apps/union-eyes/db/migrations/manual/070_governed_case_access_documents.sql,UNION_EYES_LEGACY_SQL,20,false,tenant,SELECT|INSERT|UPDATE|DELETE,true,true,6,2,ACTIVE_SQL_PLATFORM_LINEAGE,REQUIRED,,domains/claims/grievance-lifecycle,domains/claims/grievance-lifecycle.grievanceCaseAccessAssignments,,apps/union-eyes/db/migrations/manual/070_governed_case_access_documents.sql
